symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
NVDA,2020-07-21 00:00:00+00:00,413.14,422.4,411.47,420.52,6866718,10.2970601546,10.5278554711,10.2554372412,10.4809985386,274668720,0.0,1.0
NVDA,2020-07-22 00:00:00+00:00,417.55,424.1,411.6623,414.7,9182271,10.4069745548,10.5702261015,10.2602301072,10.3359414391,367290840,0.0,1.0
NVDA,2020-07-23 00:00:00+00:00,405.19,421.88,401.25,418.0,10291532,10.0989151476,10.5148950429,10.0007149805,10.4181903099,411661280,0.0,1.0
NVDA,2020-07-24 00:00:00+00:00,407.78,414.59,391.08,395.0,11832300,10.1634680492,10.33319981,9.7472389148,9.8449406039,473292000,0.0,1.0
NVDA,2020-07-27 00:00:00+00:00,416.86,417.67,408.71,409.29,7303255,10.3897770636,10.4099654228,10.1866472765,10.2011031386,292130200,0.0,1.0
NVDA,2020-07-28 00:00:00+00:00,408.62,415.28,408.37,414.97,6790901,10.1844041255,10.3503973012,10.1781731504,10.3426708921,271636040,0.0,1.0
NVDA,2020-07-29 00:00:00+00:00,418.62,420.65,413.88,415.632,7112692,10.4336431281,10.4842386456,10.3155038408,10.3591705141,284507680,0.0,1.0
NVDA,2020-07-30 00:00:00+00:00,424.56,424.9218,411.81,415.0,7722004,10.5816910956,10.5907085628,10.2639113673,10.3434186091,308880160,0.0,1.0
NVDA,2020-07-31 00:00:00+00:00,424.59,430.66,417.32,422.53,9657150,10.5824388127,10.7337268872,10.4012420577,10.5310955781,386286000,0.0,1.0
NVDA,2020-08-03 00:00:00+00:00,440.41,443.95,428.61,429.3,10325456,10.9767349148,11.0649655217,10.6826328917,10.6998303829,413018240,0.0,1.0
NVDA,2020-08-04 00:00:00+00:00,449.11,449.11,436.2401,442.0,7758390,11.1935728471,11.1935728471,10.8728047431,11.0163639162,310335600,0.0,1.0
NVDA,2020-08-05 00:00:00+00:00,451.47,454.8672,446.65,449.76,6262493,11.2523932517,11.3370647257,11.1322600525,11.2097733823,250499720,0.0,1.0
NVDA,2020-08-06 00:00:00+00:00,453.42,454.32,447.15,453.99,6107892,11.3009948572,11.3234263675,11.1447220026,11.3152014804,244315680,0.0,1.0
NVDA,2020-08-07 00:00:00+00:00,447.98,460.19,441.5,452.5,8562899,11.1654088398,11.469729662,11.0039019661,11.278064869,342515960,0.0,1.0
NVDA,2020-08-10 00:00:00+00:00,446.6,456.33,434.26,453.37,10694898,11.1310138574,11.373523407,10.8234529282,11.2997486622,427795920,0.0,1.0
NVDA,2020-08-11 00:00:00+00:00,434.0,445.47,431.83,442.95,8862763,10.8169727141,11.1028498501,10.7628878506,11.0400416215,354510520,0.0,1.0
NVDA,2020-08-12 00:00:00+00:00,457.61,458.68,438.33,439.63,11623573,11.4054259993,11.4320945726,10.9248932023,10.9572942726,464942920,0.0,1.0
NVDA,2020-08-13 00:00:00+00:00,457.72,468.87,454.23,461.84,9361489,11.4081676284,11.6860691163,11.3211832164,11.5108540974,374459560,0.0,1.0
NVDA,2020-08-14 00:00:00+00:00,462.56,468.19,457.62,461.2,9160904,11.5287993056,11.6691208641,11.4056752383,11.4949028013,366436160,0.0,1.0
NVDA,2020-08-17 00:00:00+00:00,493.48,496.39,472.6876,474.05,15417858,12.2994463018,12.3719748515,11.7812185979,11.8151749197,616714320,0.0,1.0
NVDA,2020-08-18 00:00:00+00:00,490.43,499.84,483.45,498.0,12586155,12.223428406,12.4579623074,12.0494595821,12.412102331,503446200,0.0,1.0
NVDA,2020-08-19 00:00:00+00:00,485.54,492.6,483.92,491.86,15565558,12.1015505337,12.2775132695,12.0611738153,12.2590695833,622622320,0.0,1.0
NVDA,2020-08-20 00:00:00+00:00,485.64,495.0,475.15,479.0,23034656,12.1040429237,12.3373306302,11.8425912099,11.938548226,921386240,0.0,1.0
NVDA,2020-08-21 00:00:00+00:00,507.34,512.348,487.8064,488.07,24996738,12.6448915594,12.7697104519,12.1580380612,12.1646080013,999869520,0.0,1.0
NVDA,2020-08-24 00:00:00+00:00,508.81,516.5,500.3,515.35,12264105,12.6815296928,12.8731944858,12.4694273016,12.8445320005,490564200,0.0,1.0
NVDA,2020-08-25 00:00:00+00:00,510.0,510.45,502.95,505.23,7226920,12.7111891341,12.7224048892,12.5354756373,12.5923021299,289076800,0.0,1.0
NVDA,2020-08-26 00:00:00+00:00,510.92,514.7396,507.11,511.9694,8031073,12.7341191224,12.8293184518,12.6391590624,12.7602742633,321242920,0.0,1.0
NVDA,2020-08-27 00:00:00+00:00,505.13,514.0,502.6573,511.26,7940073,12.5898097398,12.8108847352,12.5281804117,12.7425932484,317602920,0.0,1.0
NVDA,2020-08-28 00:00:00+00:00,525.91,525.92,505.7,506.9965,13428963,13.1077283873,13.1079776263,12.604016363,12.6363301997,537158520,0.0,1.0
NVDA,2020-08-31 00:00:00+00:00,534.98,543.0,521.51,527.3114,12521030,13.3337881627,13.5336778428,12.9980632261,13.1426567411,500841200,0.0,1.0
NVDA,2020-09-01 00:00:00+00:00,552.84,559.75,537.46,539.2,12811849,13.7829168454,13.9551908404,13.3994763182,13.4428564558,512473960,0.16,1.0
NVDA,2020-09-02 00:00:00+00:00,573.86,589.0699,556.0,588.15,21850322,14.3069688534,14.6861685982,13.8616991644,14.6632344668,874012880,0.0,1.0
NVDA,2020-09-03 00:00:00+00:00,520.62,555.38,515.15,553.1454,23628151,12.9796363651,13.846241874,12.8432631736,13.7905308075,945126040,0.0,1.0
NVDA,2020-09-04 00:00:00+00:00,504.9,527.0,468.19,511.35,36592071,12.5877192592,13.1386968699,11.6724980788,12.7485249419,1463682840,0.0,1.0
NVDA,2020-09-08 00:00:00+00:00,476.52,502.0,468.17,469.38,19893237,11.8801742551,12.5154190297,11.6719994565,11.7021661039,795729480,0.0,1.0
NVDA,2020-09-09 00:00:00+00:00,508.6,512.37,489.27,496.0,18404957,12.6799643795,12.7739546778,12.1980459535,12.3658323481,736198280,0.0,1.0
NVDA,2020-09-10 00:00:00+00:00,492.47,522.61,486.68,519.57,17467111,12.2778255171,13.0292492811,12.1334743693,12.9534586958,698684440,0.0,1.0
NVDA,2020-09-11 00:00:00+00:00,486.58,506.1,475.83,499.42,15923172,12.130981258,12.6176365955,11.8629717867,12.4510967566,636926880,0.0,1.0
NVDA,2020-09-14 00:00:00+00:00,514.89,532.6,505.2457,523.24,30043624,12.8367810841,13.2783111061,12.5963379452,13.0449558827,1201744960,0.0,1.0
NVDA,2020-09-15 00:00:00+00:00,519.64,531.95,513.11,531.2,18188914,12.9552038737,13.2621058822,12.7924037019,13.243407547,727556560,0.0,1.0
NVDA,2020-09-16 00:00:00+00:00,500.58,523.71,500.55,518.29,13939985,12.4800168484,13.0566735061,12.479268915,12.9215468704,557599400,0.0,1.0
NVDA,2020-09-17 00:00:00+00:00,498.54,503.59,481.39,485.2894,19812794,12.4291573767,12.5550595004,12.0015887783,12.0988051627,792511760,0.0,1.0
NVDA,2020-09-18 00:00:00+00:00,487.57,505.3,479.55,503.75,17461548,12.1556630604,12.5976917046,11.9557155293,12.5590484785,698461920,0.0,1.0
NVDA,2020-09-21 00:00:00+00:00,500.69,500.9,476.18,477.0,18026061,12.4827592709,12.4879948048,11.8716976765,11.8921411896,721042440,0.0,1.0
NVDA,2020-09-22 00:00:00+00:00,505.51,505.9199,486.222,503.0,16161302,12.6029272385,12.613146502,12.1220559193,12.5403501433,646452080,0.0,1.0
NVDA,2020-09-23 00:00:00+00:00,484.95,509.08,483.17,503.02,16175308,12.0903435428,12.6919313141,12.0459661606,12.5408487656,647012320,0.0,1.0
NVDA,2020-09-24 00:00:00+00:00,493.92,502.78,480.56,482.89,18281008,12.3139756318,12.5348652984,11.980895954,12.0389854487,731240320,0.0,1.0
NVDA,2020-09-25 00:00:00+00:00,514.95,515.34,489.83,497.9,14700407,12.8382769509,12.8480000852,12.2120073772,12.413201464,588016280,0.0,1.0
NVDA,2020-09-28 00:00:00+00:00,521.4,522.07,510.0,521.61,14345228,12.9990826337,13.0157864798,12.7148679386,13.0043181675,573809120,0.0,1.0
NVDA,2020-09-29 00:00:00+00:00,529.03,537.71,517.33,517.5,15575124,13.1893070305,13.4057090966,12.8976130013,12.9018512906,623004960,0.0,1.0
NVDA,2020-09-30 00:00:00+00:00,541.22,544.9,526.01,526.3,17229603,13.4932173053,13.5849638034,13.1140150674,13.1212450903,689184120,0.0,1.0
NVDA,2020-10-01 00:00:00+00:00,544.58,550.5095,538.4301,550.32,13125059,13.576985847,13.7248148852,13.4236619915,13.7200904391,525002360,0.0,1.0
NVDA,2020-10-02 00:00:00+00:00,522.49,540.78,522.04,529.0,13812397,13.0262575475,13.4822476153,13.0150385464,13.1885590971,552495880,0.0,1.0
NVDA,2020-10-05 00:00:00+00:00,545.7,545.77,528.9106,529.44,11995457,13.6049086943,13.6066538722,13.1863302555,13.1995287871,479818280,0.0,1.0
NVDA,2020-10-06 00:00:00+00:00,549.46,565.68,546.6,553.2,19610496,13.6986496814,14.1030323441,13.6273466965,13.7918920463,784419840,0.0,1.0
NVDA,2020-10-07 00:00:00+00:00,558.56,564.77,554.54,559.99,10452129,13.9255228152,14.0803450307,13.8252997386,13.9611743077,418085160,0.0,1.0
NVDA,2020-10-08 00:00:00+00:00,553.55,563.38,550.32,563.0,9472522,13.8006179361,14.0456907828,13.7200904391,14.0362169596,378900880,0.0,1.0
NVDA,2020-10-09 00:00:00+00:00,550.51,552.97,546.43,550.68,8672273,13.7248273507,13.7861578902,13.6231084072,13.72906564,346890920,0.0,1.0
NVDA,2020-10-12 00:00:00+00:00,569.04,573.88,556.5,559.58,10868595,14.1868008858,14.3074674757,13.8741647212,13.9509525511,434743800,0.0,1.0
NVDA,2020-10-13 00:00:00+00:00,569.93,573.9399,560.745,571.86,8615078,14.2089895769,14.3089608494,13.9799972985,14.2571066262,344603120,0.0,1.0
NVDA,2020-10-14 00:00:00+00:00,563.81,573.71,558.4,571.62,6916178,14.0564111617,14.3032291864,13.9215338371,14.2511231589,276647120,0.0,1.0
NVDA,2020-10-15 00:00:00+00:00,558.8,560.23,550.71,552.4272,6680628,13.9315062825,13.967157775,13.7298135734,13.7726252817,267225120,0.0,1.0
NVDA,2020-10-16 00:00:00+00:00,552.46,564.86,551.7,561.47,6065990,13.7734430223,14.082588831,13.7544953759,13.9980723558,242639600,0.0,1.0
NVDA,2020-10-19 00:00:00+00:00,539.91,559.3399,536.27,556.115,7451714,13.4605575465,13.9449665907,13.369808293,13.8645662425,298068560,0.0,1.0
NVDA,2020-10-20 00:00:00+00:00,545.82,551.99,540.2801,543.34,5730301,13.6079004279,13.7617253989,13.4697845517,13.5460712662,229212040,0.0,1.0
NVDA,2020-10-21 00:00:00+00:00,540.99,551.66,539.1001,545.0,5489933,13.4874831492,13.7534981314,13.4403658376,13.5874569148,219597320,0.0,1.0
NVDA,2020-10-22 00:00:00+00:00,534.44,544.47,529.27,540.9,7261986,13.3241843551,13.5742434245,13.1952904978,13.485239349,290479440,0.0,1.0
NVDA,2020-10-23 00:00:00+00:00,543.61,543.73,531.65,538.0,5837107,13.5528026668,13.5557944005,13.2546265481,13.4129391195,233484280,0.0,1.0
NVDA,2020-10-26 00:00:00+00:00,525.65,547.7117,521.54,537.08,8422358,13.1050398665,13.6550626155,13.0025729896,13.390002495,336894320,0.0,1.0
NVDA,2020-10-27 00:00:00+00:00,535.87,537.68,527.66,532.24,6262992,13.3598358475,13.4049611632,13.1551514048,13.2693359052,250519680,0.0,1.0
NVDA,2020-10-28 00:00:00+00:00,505.08,530.4,504.36,527.92,9412952,12.5922068596,13.2234626561,12.5742564578,13.1616334944,376518080,0.0,1.0
NVDA,2020-10-29 00:00:00+00:00,520.96,527.71,510.0,513.54,8002046,12.9881129437,13.1563979605,12.7148679386,12.8031240807,320081840,0.0,1.0
NVDA,2020-10-30 00:00:00+00:00,501.36,517.455,492.0,514.0,10434900,12.499463117,12.9007293905,12.2661078937,12.814592393,417396000,0.0,1.0
NVDA,2020-11-02 00:00:00+00:00,503.23,513.4663,495.8,506.31,7491316,12.5460842995,12.8012866577,12.3608461254,12.6228721294,299652640,0.0,1.0
NVDA,2020-11-03 00:00:00+00:00,520.78,524.2,504.11,508.34,6822527,12.9836253432,13.0688897518,12.5680236794,12.67348229,272901080,0.0,1.0
NVDA,2020-11-04 00:00:00+00:00,551.77,553.1,533.475,535.57,10255732,13.7562405539,13.789398935,13.3001258305,13.3523565135,410229280,0.0,1.0
NVDA,2020-11-05 00:00:00+00:00,566.4,573.56,559.64,566.5,7975708,14.1209827459,14.2994895193,13.9524484179,14.1234758573,319028320,0.0,1.0
NVDA,2020-11-06 00:00:00+00:00,582.48,583.55,555.8,564.39,9583732,14.5218750527,14.5485513442,13.8567129417,14.0708712076,383349280,0.0,1.0
NVDA,2020-11-09 00:00:00+00:00,545.23,587.66,544.43,582.1,14574447,13.5931910709,14.6510182211,13.57324618,14.5124012295,582977880,0.0,1.0
NVDA,2020-11-10 00:00:00+00:00,510.8,544.26,505.13,544.26,16101680,12.7348128295,13.5690078907,12.5934534153,13.5690078907,644067200,0.0,1.0
NVDA,2020-11-11 00:00:00+00:00,536.72,537.395,517.93,522.15,10118586,13.3810272941,13.3978557958,12.9125716695,13.0177809689,404743440,0.0,1.0
NVDA,2020-11-12 00:00:00+00:00,538.27,550.64,532.64,539.1569,9165875,13.4196705202,13.7280683955,13.2793083506,13.4417819249,366635000,0.0,1.0
NVDA,2020-11-13 00:00:00+00:00,531.88,546.7499,522.37,545.0911,8669058,13.2603607043,13.6310838705,13.0232658139,13.5897281392,346762320,0.0,1.0
NVDA,2020-11-16 00:00:00+00:00,540.61,545.98,526.2401,526.9,10344370,13.478009326,13.6118894061,13.1197517166,13.1362037585,413774800,0.0,1.0
NVDA,2020-11-17 00:00:00+00:00,536.89,543.85,532.1549,542.1,7800699,13.3852655834,13.5587861341,13.2672142674,13.5151566853,312027960,0.0,1.0
NVDA,2020-11-18 00:00:00+00:00,537.15,544.23,527.4,538.61,12773133,13.391747673,13.5682599573,13.1486693153,13.4281470988,510925320,0.0,1.0
NVDA,2020-11-19 00:00:00+00:00,537.61,539.5,524.0,528.51,14148355,13.4032159852,13.4503357899,13.0639035291,13.1763428514,565934200,0.0,1.0
NVDA,2020-11-20 00:00:00+00:00,523.51,539.7799,522.6,538.16,8527245,13.0516872834,13.4573140086,13.02899997,13.4169280977,341089800,0.0,1.0
NVDA,2020-11-23 00:00:00+00:00,525.6,535.3,520.62,526.8452,9033855,13.1037933108,13.3456251128,12.9796363651,13.1348375335,361354200,0.0,1.0
NVDA,2020-11-24 00:00:00+00:00,518.31,526.48,515.4,525.7,8568883,12.9220454926,13.1257326908,12.849495952,13.1062864222,342755320,0.0,1.0
NVDA,2020-11-25 00:00:00+00:00,529.39,530.7756,520.8,521.3,6497910,13.1982822314,13.2328267824,12.9841239655,12.9965895223,259916400,0.0,1.0
NVDA,2020-11-27 00:00:00+00:00,530.45,536.3,526.8218,535.0,4181880,13.2247092118,13.3705562264,13.1342541454,13.3381457787,167275200,0.0,1.0
NVDA,2020-11-30 00:00:00+00:00,536.06,536.5,518.8941,530.6,7173800,13.3645727591,13.3755424491,12.9366077561,13.2284488788,286952000,0.0,1.0
NVDA,2020-12-01 00:00:00+00:00,535.6,541.15,529.13,539.69,7412379,13.3531044469,13.4914721274,13.1918001418,13.4550727015,296495160,0.0,1.0
NVDA,2020-12-02 00:00:00+00:00,541.78,546.9377,529.37,534.02,7084030,13.5071787289,13.6357659336,13.1977836091,13.3137132874,283361200,0.0,1.0
NVDA,2020-12-03 00:00:00+00:00,535.84,546.4,533.16,543.5,4988016,13.3630768923,13.6264280643,13.296241557,13.5541062462,199520640,0.16,1.0
NVDA,2020-12-04 00:00:00+00:00,542.33,542.3999,535.5476,537.94,5056085,13.5249281334,13.5266713386,13.355784858,13.415447864,202243400,0.0,1.0
NVDA,2020-12-07 00:00:00+00:00,544.27,549.25,540.0,544.05,5581081,13.5733089358,13.6975029544,13.4668212934,13.5678224531,223243240,0.0,1.0
NVDA,2020-12-08 00:00:00+00:00,534.0,543.95,531.26,543.4,6798022,13.3171899457,13.5653285973,13.2488582969,13.5516123904,271920880,0.0,1.0
NVDA,2020-12-09 00:00:00+00:00,517.23,536.56,514.7295,532.02,10032530,12.8989703288,13.381032654,12.8366114647,13.2678116009,401301200,0.0,1.0
NVDA,2020-12-10 00:00:00+00:00,518.89,522.7499,513.975,514.76,5194118,12.940368335,13.0366286749,12.8177953227,12.8373720907,207764720,0.0,1.0
NVDA,2020-12-11 00:00:00+00:00,520.53,520.8,512.92,518.69,5231641,12.9812675701,12.9880009807,12.7914851441,12.9353806235,209265640,0.0,1.0
NVDA,2020-12-14 00:00:00+00:00,532.35,535.55,523.1,523.515,6753947,13.2760413251,13.3558447105,13.045359664,13.0557091656,270157880,0.0,1.0
NVDA,2020-12-15 00:00:00+00:00,534.42,538.56,527.47,537.59,4837148,13.32766414,13.4309097699,13.1543411623,13.4067193687,193485920,0.0,1.0
NVDA,2020-12-16 00:00:00+00:00,529.7,537.49,528.5,536.8999,5577867,13.2099541465,13.4042255129,13.180027877,13.3895092699,223114680,0.0,1.0
NVDA,2020-12-17 00:00:00+00:00,533.65,535.18,527.14,534.67,5784597,13.3084614504,13.3466174441,13.1461114381,13.3338987795,231383880,0.0,1.0
NVDA,2020-12-18 00:00:00+00:00,530.88,536.2,522.82,535.16,8551616,13.2393816449,13.3720547732,13.0383768678,13.3461186729,342064640,0.0,1.0
NVDA,2020-12-21 00:00:00+00:00,533.29,534.8,518.7,522.99,7558304,13.2994835695,13.337140792,12.935630009,13.0426164226,302332160,0.0,1.0
NVDA,2020-12-22 00:00:00+00:00,531.13,533.4899,522.1552,532.77,4657872,13.2456162844,13.3044687873,13.0217977145,13.2865155194,186314880,0.0,1.0
NVDA,2020-12-23 00:00:00+00:00,520.37,531.0,520.2,530.24,4478569,12.9772774008,13.2423742718,12.973037846,13.2234209678,179142760,0.0,1.0
NVDA,2020-12-24 00:00:00+00:00,519.75,525.3,517.55,521.49,2447088,12.9618154949,13.1002244915,12.9069506674,13.0052085857,97883520,0.0,1.0
NVDA,2020-12-28 00:00:00+00:00,516.0,522.5,510.527,522.5,5286655,12.8682959026,13.0303965292,12.7318071749,13.0303965292,211466200,0.0,1.0
NVDA,2020-12-29 00:00:00+00:00,517.73,522.9,513.69,517.0,4259304,12.9114396078,13.0403719524,12.8106878337,12.8932344605,170372160,0.0,1.0
NVDA,2020-12-30 00:00:00+00:00,525.83,528.55,515.87,519.6124,5634929,13.1134419272,13.1812748049,12.86505389,12.9583839493,225397160,0.0,1.0
NVDA,2020-12-31 00:00:00+00:00,522.2,526.045,516.6,525.46,4810610,13.0229149619,13.1188037172,12.8832590373,13.1042146608,192424400,0.0,1.0
NVDA,2021-01-04 00:00:00+00:00,524.54,546.0999,518.5,524.17,14016045,13.0812711875,13.618944003,12.9306422974,13.072043921,560641800,0.0,1.0
NVDA,2021-01-05 00:00:00+00:00,536.19,537.74,523.48,523.99,8068998,13.3718053876,13.4104601524,13.054836316,13.0675549806,322759920,0.0,1.0
NVDA,2021-01-06 00:00:00+00:00,504.58,529.8,503.44,528.9,14510575,12.5834975708,13.2124480023,12.5550676147,13.1900033001,580423000,0.0,1.0
NVDA,2021-01-07 00:00:00+00:00,533.76,535.11,515.4601,518.7,11537037,13.3112046918,13.344871745,12.8548315751,12.935630009,461481480,0.0,1.0
NVDA,2021-01-08 00:00:00+00:00,531.07,536.8399,521.68,534.5,7313215,13.2441199709,13.3880129564,13.0099469117,13.3296592247,292528600,0.0,1.0
NVDA,2021-01-11 00:00:00+00:00,544.86,558.44,534.5,536.75,12975720,13.588022685,13.926688302,13.3296592247,13.38577098,519028800,0.0,1.0
NVDA,2021-01-12 00:00:00+00:00,539.39,550.18,533.8,550.1,7178074,13.451608773,13.7206958133,13.3122022341,13.7187007287,287122960,0.0,1.0
NVDA,2021-01-13 00:00:00+00:00,541.27,544.9999,535.4001,539.5986,5250711,13.498493262,13.5915115893,13.3521064207,13.4568109562,210028440,0.0,1.0
NVDA,2021-01-14 00:00:00+00:00,528.01,543.99,527.22,543.0,7078007,13.1678079836,13.5663261396,13.1481065228,13.5416369672,283120280,0.0,1.0
NVDA,2021-01-15 00:00:00+00:00,514.38,533.01,513.94,529.12,6944532,12.8278954387,13.2925007733,12.8169224732,13.1954897829,277781280,0.0,1.0
NVDA,2021-01-19 00:00:00+00:00,521.01,523.7593,513.76,520.65,5654672,12.9932380779,13.0618016553,12.8124335328,12.984260197,226186880,0.0,1.0
NVDA,2021-01-20 00:00:00+00:00,534.63,537.22,522.27,524.47,6464272,13.3329012372,13.3974921023,13.0246606609,13.0795254884,258570880,0.0,1.0
NVDA,2021-01-21 00:00:00+00:00,554.7,559.9743,530.1201,536.7442,8458490,13.8334180953,13.9649515315,13.2204308347,13.3856263364,338339600,0.0,1.0
NVDA,2021-01-22 00:00:00+00:00,548.5,553.6693,545.09,549.6035,6170464,13.678799036,13.8077139236,13.5937585534,13.7063187347,246818560,0.0,1.0
NVDA,2021-01-25 00:00:00+00:00,546.13,553.14,529.4592,551.27,6277779,13.6196946536,13.7945139449,13.2039489417,13.7478788415,251111160,0.0,1.0
NVDA,2021-01-26 00:00:00+00:00,537.41,545.79,535.5,543.2176,4099510,13.4022304283,13.6112155439,13.3545977826,13.5470635974,163980400,0.0,1.0
NVDA,2021-01-27 00:00:00+00:00,516.71,529.31,511.75,529.2,9281821,12.8860022787,13.2002281089,12.7623070313,13.1974848675,371272840,0.0,1.0
NVDA,2021-01-28 00:00:00+00:00,522.04,533.59,518.42,519.85,5707899,13.0189247926,13.3069651369,12.9286472128,12.9643093507,228315960,0.0,1.0
NVDA,2021-01-29 00:00:00+00:00,519.59,533.39,516.4602,523.0,6788801,12.9578253256,13.3019774253,12.8797726269,13.0428658082,271552040,0.0,1.0
NVDA,2021-02-01 00:00:00+00:00,529.48,530.83,516.11,522.1335,5430108,13.2044676637,13.238134717,12.8710391439,13.0212565478,217204320,0.0,1.0
NVDA,2021-02-02 00:00:00+00:00,542.27,542.88,531.4199,535.95,5451603,13.5234318199,13.5386443403,13.2528459723,13.3658201337,218064120,0.0,1.0
NVDA,2021-02-03 00:00:00+00:00,541.22,557.27,540.66,545.44,6135232,13.4972463341,13.8975101892,13.4832807416,13.6024870486,245409280,0.0,1.0
NVDA,2021-02-04 00:00:00+00:00,546.57,546.94,533.5145,541.24,5033462,13.6306676191,13.6398948856,13.3050822758,13.4977451052,201338480,0.0,1.0
NVDA,2021-02-05 00:00:00+00:00,543.64,549.49,541.83,549.0,4228841,13.5575976443,13.7034882083,13.5124588544,13.6912683149,169153640,0.0,1.0
NVDA,2021-02-08 00:00:00+00:00,577.55,578.95,549.0886,549.0886,10865571,14.4032641444,14.4381781256,13.6934778712,13.6934778712,434622840,0.0,1.0
NVDA,2021-02-09 00:00:00+00:00,570.53,583.33,568.9,573.625,7128078,14.2281954676,14.5474090094,14.1875456182,14.3053803045,285123120,0.0,1.0
NVDA,2021-02-10 00:00:00+00:00,590.57,596.2,573.655,578.53,12047762,14.727964169,14.8683682502,14.3061284612,14.4277039312,481910480,0.0,1.0
NVDA,2021-02-11 00:00:00+00:00,610.03,610.89,597.0,599.21,11270693,15.2132685067,15.2347156665,14.8883190966,14.9434333096,450827720,0.0,1.0
NVDA,2021-02-12 00:00:00+00:00,598.45,611.6455,591.0,602.0,9368937,14.9244800056,15.253556747,14.7386877489,15.0130118863,374757480,0.0,1.0
NVDA,2021-02-16 00:00:00+00:00,613.21,614.9,598.0,602.57,8048988,15.292573121,15.3347192839,14.9132576545,15.0272268644,321959520,0.0,1.0
NVDA,2021-02-17 00:00:00+00:00,596.24,608.9407,591.2,606.84,6786368,14.8693657925,15.1861029355,14.7436754605,15.1337145068,271454720,0.0,1.0
NVDA,2021-02-18 00:00:00+00:00,593.16,594.93,583.0,589.16,5852020,14.792555034,14.8366962816,14.5391792853,14.6928008022,234080800,0.0,1.0
NVDA,2021-02-19 00:00:00+00:00,597.06,607.0799,593.868,600.98,6793103,14.8898154101,15.1396972669,14.8102115331,14.9875745572,271724120,0.0,1.0
NVDA,2021-02-22 00:00:00+00:00,574.23,605.33,573.0,590.99,8041814,14.320468132,15.0960572843,14.2897937058,14.7384383633,321672560,0.0,1.0
NVDA,2021-02-23 00:00:00+00:00,565.68,569.55,535.58,563.01,9794483,14.1072434616,14.2037556808,13.3565928672,14.0406575118,391779320,0.0,1.0
NVDA,2021-02-24 00:00:00+00:00,579.96,580.27,550.24,564.91,11207977,14.4633660691,14.4710970221,13.7221921268,14.0880407719,448319080,0.0,1.0
NVDA,2021-02-25 00:00:00+00:00,532.3,574.99,528.65,561.8167,20304906,13.2747943972,14.3394214361,13.1837686606,14.0108983306,812196240,0.0,1.0
NVDA,2021-02-26 00:00:00+00:00,548.58,554.18,534.44,550.1,12468975,13.6807941206,13.8204500451,13.3281629112,13.7187007287,498759000,0.0,1.0
NVDA,2021-03-01 00:00:00+00:00,553.67,557.0,542.1299,555.0,8829575,13.8077313806,13.8907767785,13.519937928,13.8408996626,353183000,0.0,1.0
NVDA,2021-03-02 00:00:00+00:00,536.25,556.82,535.84,556.0,6602853,13.3733017011,13.8862878381,13.3630768923,13.8658382206,264114120,0.0,1.0
NVDA,2021-03-03 00:00:00+00:00,512.19,538.06,511.95,537.05,9439757,12.7732799968,13.418440491,12.7672947429,13.3932525474,377590280,0.0,1.0
NVDA,2021-03-04 00:00:00+00:00,494.81,519.0,483.35,512.03,14333629,12.3398478596,12.9431115764,12.0540519855,12.7692898275,573345160,0.0,1.0
NVDA,2021-03-05 00:00:00+00:00,498.46,502.0,467.17,502.0,13570971,12.4308735961,12.5191560913,11.6505461178,12.5191560913,542838840,0.0,1.0
NVDA,2021-03-08 00:00:00+00:00,463.73,498.85,462.66,498.0,13577792,11.5647574785,12.4405996337,11.5380732215,12.4194018595,543111680,0.0,1.0
NVDA,2021-03-09 00:00:00+00:00,500.81,504.67,482.37,485.21,13045638,12.4934693766,12.5897629645,12.0334554485,12.1043035806,521825520,0.16,1.0
NVDA,2021-03-10 00:00:00+00:00,498.73,519.2,498.3,513.62,9609414,12.4415806038,12.9522359783,12.4308535979,12.8130343667,384376560,0.0,1.0
NVDA,2021-03-11 00:00:00+00:00,519.74,521.85,509.38,518.0,7497857,12.9657071021,13.0183442706,12.7072610991,12.9223001479,299914280,0.0,1.0
NVDA,2021-03-12 00:00:00+00:00,514.24,515.55,503.6,505.93,6099099,12.8285012125,12.8611811607,12.5630701824,12.6211955865,243963960,0.0,1.0
NVDA,2021-03-15 00:00:00+00:00,527.65,528.27,510.685,514.59,5563011,13.1630341178,13.1785009636,12.7398163147,12.8372324963,222520440,0.0,1.0
NVDA,2021-03-16 00:00:00+00:00,531.65,540.5,524.67,534.26,6803240,13.2628202194,13.483596969,13.0886934722,13.3279306506,272129600,0.0,1.0
NVDA,2021-03-17 00:00:00+00:00,533.65,538.13,519.58,521.59,6096605,13.3127132701,13.4244737038,12.961715658,13.011858174,243864200,0.0,1.0
NVDA,2021-03-18 00:00:00+00:00,508.9,527.36,508.6817,525.46,7354702,12.6952867669,13.1557996255,12.6898409404,13.1084012272,294188080,0.0,1.0
NVDA,2021-03-19 00:00:00+00:00,513.83,516.86,504.5,510.0,7480174,12.818273137,12.893861109,12.5855220552,12.7227279448,299206960,0.0,1.0
NVDA,2021-03-22 00:00:00+00:00,527.45,535.78,516.27,516.51,7445077,13.1580448127,13.3658493692,12.879142659,12.8851298251,297803080,0.0,1.0
NVDA,2021-03-23 00:00:00+00:00,522.83,533.78,520.85,530.17,5551152,13.0427918655,13.3159563184,12.9933977452,13.2258993618,222046080,0.0,1.0
